Product Name,Price,Rating,Link
"Apple iPhone 16 (Black, 128 GB)","₹69,900",4.6,https://www.flipkart.com/apple-iphone-16-black-128-gb/p/itmb07d67f995271?pid=MOBH4DQFG8NKFRDY&lid=LSTMOBH4DQFG8NKFRDYNBDOZI&marketplace=FLIPKART&q=iphone+16&store=tyy%2F4io&spotlightTagId=default_BestsellerId_tyy%2F4io&srno=s_1_1&otracker=search&fm=organic&iid=7e896b20-5bac-49bd-a536-fe5c6204e5fe.MOBH4DQFG8NKFRDY.SEARCH&ppt=sp&ppn=sp&ssid=17e80t1r5s0000001768846516411&qH=9ea15d2374058112
"Apple iPhone 16 (Ultramarine, 128 GB)","₹69,900",4.6,https://www.flipkart.com/apple-iphone-16-ultramarine-128-gb/p/itmcc210cae43fba?pid=MOBH4DQFYZT6EH2F&lid=LSTMOBH4DQFYZT6EH2FXM70WU&marketplace=FLIPKART&q=iphone+16&store=tyy%2F4io&srno=s_1_2&otracker=search&iid=7e896b20-5bac-49bd-a536-fe5c6204e5fe.MOBH4DQFYZT6EH2F.SEARCH&ssid=17e80t1r5s0000001768846516411&qH=9ea15d2374058112
